theTime,ClientIP,row,statement,resultBlock,resultPartitions
1788127817794496685,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p48_d6551855],[p48]
1788127817798187751,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p20_40ac1843],[p20]
1788127817804247116,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p20_d4748a23],[p20]
1788127817807957258,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p4_b7f87805],[p4]
1788127817811888305,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p57_0ee64f8f],[p57]
1788127817815760571,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p33_ec942f37],[p33]
1788127817821606987,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p15_61188577],[p15]
1788127817825536881,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p21_45c5f2cb],[p21]
1788127817831345486,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p47_a6243de8],[p47]
1788127817835513045,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p38_59918a9b],[p38]
1788127817841325567,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p5_c0f05f21],[p5]
1788127817845285057,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p11_0a1dc6aa],[p11]
1788127817850994766,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p13_a55618ab],[p13]
1788127817855064483,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p7_579a879c],[p7]
1788127817860901631,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p36_35f8f5ad],[p36]
1788127817864610621,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p62_7368d1e4],[p62]
1788127817870449823,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p24_85193f2f],[p24]
1788127817876360139,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p25_359f7be2],[p25]
1788127817882256468,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p8_997e1d2c],[p8]
1788127817888236634,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p14_ac03a767],[p14]
1788127817897208296,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p27_ee632c2a],[p27]
1788127817904929565,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p29_2dffa046],[p29]
1788127817913736548,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p25_7eccc753],[p25]
1788127817919659918,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p19_f111505f],[p19]
1788127817927382319,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p39_01790435],[p39]
1788127817933326538,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p30_9e87935b],[p30]
1788127817941840062,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p22_5565684f],[p22]
1788127817948958260,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p24_51b6ef6b],[p24]
1788127817956705418,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p54_9981219c],[p54]
1788127817962634899,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p29_d4d09c0b],[p29]
1788127817970365175,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p38_55440c1d],[p38]
1788127817976326676,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p1_6fa8cc8f],[p1]
1788127817984002720,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p34_32033e06],[p34]
1788127817991956535,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p53_86c7ac90],[p53]
1788127817999641185,130508725941952,1,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p18_fde51e5f],[p18]
1788127818005645557,130508725941952,1,"SELECT a.id, a.kind, a.arch_type, a.arch_module, a.fingerprint, a.root_id, a.src, a.dst, a.undirected, a.props, a.version, CASE WHEN a.kind = 'NodeAnchor' THEN (SELECT string_agg(e.id::text, ',' ORDER BY e.seq, e.id) FROM anchors e WHERE e.src = a.id OR e.dst = a.id) END FROM anchors a WHERE a.id = ANY(CAST(:ids AS uuid[]))",[anchors_p54_a9b1511f],[p54]
1788127818013040144,130508725941952,0,"SELECT n1.id, e1.id FROM unnest(CAST(:origin AS uuid[])) WITH ORDINALITY AS f0(id, ord) LEFT JOIN anchors s1 ON s1.id = f0.id JOIN anchors e1 ON e1.kind = 'EdgeAnchor' AND (e1.src = f0.id OR (e1.undirected AND e1.dst = f0.id)) AND (e1.arch_type = :h1et OR e1.arch_type IN (SELECT type_name FROM graph_types WHERE ancestor = :h1et)) JOIN anchors n1 ON n1.id = CASE WHEN e1.src = f0.id THEN e1.dst ELSE e1.src END AND n1.kind = 'NodeAnchor' ORDER BY f0.ord, e1.seq, e1.id",[unnest(cast(:origin_p25_dd5d37c0],[p25]
1788127818018872683,130508725941952,0,COMMIT,[unknown_p1_44136fa3],[p1]
1788127818040594969,130508759501888,0,DISCARD ALL,[unknown_p4_44136fa3],[p4]
