policy,walker,prefetch_limit,trial,e2e_ms,request_id,request_order,train_n,trial_count,pool_seed,coverage,accuracy,actual_ids,plan_ids,covered_ids,overfetch_ids,undercoverage_ids,topo_idx_ms,ttg_ms,prefetch_ms,materialize_ms,prefetch_wait_ms,walker_ms,l1_hit_rate,l1,l2,l3,miss,db_q,oracle_file,oracle_topology_file,model_file,model_topology_file,selep_events,selep_matched_events,selep_predictions,selep_blocks,selep_blocks_skipped,selep_prewarm_calls,selep_prewarm_ms,selep_errors
none,load_feed,0,20,9429.986405186355,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8328.463,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,21,9550.258192233741,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8443.689,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,22,9548.441926017404,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8462.085,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,23,9553.832286968827,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8427.449,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,24,9522.775947116315,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8415.230,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,25,9490.317964926362,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8385.679,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,26,9384.594931267202,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8243.435,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,27,9547.353303059936,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8428.477,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,28,9537.232492119074,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8450.706,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,29,9553.447948768735,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8425.986,50.0,10200,0,10205,0,,,,,,,,,,,,,
none,load_feed,0,30,9483.682062476873,sim_user_56,,,30,,,,,,,,,0.000,0.000,0.000,,,8367.364,50.0,10200,0,10205,0,,,,,,,,,,,,,
dbridge_like,load_feed,0,1,5967.2014228999615,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4983.741,4819.506,4983.213,104.094,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,2,5915.299590677023,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4967.199,4833.917,4966.624,96.592,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,3,6026.67800989002,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5054.712,4923.463,5054.168,97.447,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,4,6016.639853827655,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5074.976,4905.609,5074.407,95.024,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,5,5907.234907150269,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4933.667,4801.867,4933.097,98.954,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,6,6028.37947756052,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5046.495,4891.029,5045.950,106.224,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,7,6006.356297060847,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5041.475,4912.445,5040.905,97.425,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,8,5974.130869843066,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5023.484,4897.356,5022.910,96.708,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,9,6023.844121024013,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5032.389,4876.712,5031.814,101.691,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,10,6077.1628161892295,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5076.494,4921.053,5075.914,102.837,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,11,5958.43977574259,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5003.830,4875.947,5003.299,96.427,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,12,6102.266404777765,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5108.578,4947.324,5108.053,97.875,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,13,6026.586951687932,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5077.031,4941.669,5076.449,97.204,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,14,6065.46176970005,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5105.775,4943.729,5105.262,98.315,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,15,5952.002174220979,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4971.756,4834.406,4971.172,95.489,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,16,5989.977898076177,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5002.554,4872.091,5001.998,96.128,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,17,5947.586429305375,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4985.877,4857.698,4985.374,97.889,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,18,6073.950108140707,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5092.650,4928.750,5092.112,100.736,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,19,6053.7444008514285,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5095.482,4965.549,5094.950,98.012,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,20,6074.3620824068785,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5130.991,5001.031,5130.458,95.777,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,21,6053.458835929632,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5076.091,4948.196,5075.543,96.515,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,22,6321.823574602604,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5295.757,5159.231,5295.192,99.616,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,23,5993.288978002965,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5029.090,4891.748,5028.563,102.303,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,24,5996.824063360691,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5005.983,4870.329,5005.407,98.594,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,25,6347.299898043275,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5281.285,5146.439,5280.697,140.001,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,26,5947.4474508315325,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,4999.183,4832.322,4998.612,97.796,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,27,6088.788160122931,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5088.570,4959.720,5088.012,99.491,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,28,6043.058664537966,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5071.773,4909.207,5071.198,96.684,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,29,6141.334529034793,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5154.399,5028.347,5153.856,99.224,0.0,0,0,10201,0,2,,,,,,,,,,,,
dbridge_like,load_feed,0,30,6180.4831912741065,sim_user_56,,,30,,100.0,100.0,10201,10200,10200,0,1,0.000,0.000,5185.984,5051.766,5185.440,100.183,0.0,0,0,10201,0,2,,,,,,,,,,,,
ttg,load_feed,2500,1,10182.224944233894,sim_user_56,,,30,,,,,,,,,0.000,666.695,366.932,,,8372.836,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,2,10121.69449403882,sim_user_56,,,30,,,,,,,,,0.000,614.742,418.487,,,8337.255,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,3,9747.931072488427,sim_user_56,,,30,,,,,,,,,0.000,600.338,361.747,,,7992.865,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,4,9842.105765827,sim_user_56,,,30,,,,,,,,,0.000,633.996,361.953,,,8079.832,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,5,10384.848020970821,sim_user_56,,,30,,,,,,,,,0.000,650.864,351.634,,,8423.067,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,6,10000.926402397454,sim_user_56,,,30,,,,,,,,,0.000,643.322,391.463,,,8153.401,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,7,9841.179864481091,sim_user_56,,,30,,,,,,,,,0.000,640.825,445.814,,,8007.839,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,8,10238.989884965122,sim_user_56,,,30,,,,,,,,,0.000,620.865,380.195,,,8392.467,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,9,9881.71701412648,sim_user_56,,,30,,,,,,,,,0.000,606.850,393.392,,,8114.910,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,10,10072.7723762393,sim_user_56,,,30,,,,,,,,,0.000,618.844,360.943,,,8264.393,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,11,9837.771174497902,sim_user_56,,,30,,,,,,,,,0.000,634.214,361.960,,,8018.524,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,12,10035.03501135856,sim_user_56,,,30,,,,,,,,,0.000,631.121,367.681,,,8246.563,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,13,9887.65624165535,sim_user_56,,,30,,,,,,,,,0.000,640.156,414.530,,,8070.564,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,14,9682.151482440531,sim_user_56,,,30,,,,,,,,,0.000,602.491,377.199,,,7964.695,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,15,9683.845544233918,sim_user_56,,,30,,,,,,,,,0.000,650.312,388.709,,,7914.034,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,16,9577.820575796068,sim_user_56,,,30,,,,,,,,,0.000,599.301,388.568,,,7848.549,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,17,9592.953615821898,sim_user_56,,,30,,,,,,,,,0.000,604.922,386.754,,,7862.066,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,18,9399.21105839312,sim_user_56,,,30,,,,,,,,,0.000,437.921,357.674,,,7848.791,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,19,9483.369009569287,sim_user_56,,,30,,,,,,,,,0.000,444.010,358.348,,,7910.126,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,20,9425.955791957676,sim_user_56,,,30,,,,,,,,,0.000,430.783,388.624,,,7868.971,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,21,9496.040536090732,sim_user_56,,,30,,,,,,,,,0.000,431.263,359.705,,,7959.288,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,22,9400.872935540974,sim_user_56,,,30,,,,,,,,,0.000,429.390,356.123,,,7824.927,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,23,9490.298541262746,sim_user_56,,,30,,,,,,,,,0.000,425.655,341.895,,,7957.622,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,24,9459.542542696,sim_user_56,,,30,,,,,,,,,0.000,460.612,363.456,,,7923.866,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,25,9374.18255675584,sim_user_56,,,30,,,,,,,,,0.000,425.516,359.108,,,7812.651,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,26,9460.449590347707,sim_user_56,,,30,,,,,,,,,0.000,428.185,392.867,,,7933.927,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,27,9467.62007009238,sim_user_56,,,30,,,,,,,,,0.000,440.073,344.405,,,7896.710,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,28,9491.36543367058,sim_user_56,,,30,,,,,,,,,0.000,431.269,374.193,,,7928.004,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,29,9452.852699905634,sim_user_56,,,30,,,,,,,,,0.000,457.763,399.763,,,7870.269,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,2500,30,9334.083491005003,sim_user_56,,,30,,,,,,,,,0.000,434.669,358.091,,,7800.568,61.2,12486,0,7919,0,,,,,,,,,,,,,
ttg,load_feed,5000,1,9950.369761325419,sim_user_56,,,30,,,,,,,,,0.000,913.905,579.291,,,7908.290,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,2,9721.218092367053,sim_user_56,,,30,,,,,,,,,0.000,855.194,581.571,,,7730.865,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,3,9785.342568531632,sim_user_56,,,30,,,,,,,,,0.000,860.039,550.969,,,7809.247,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,4,9723.649594932795,sim_user_56,,,30,,,,,,,,,0.000,896.461,573.670,,,7707.521,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,5,9955.896640196443,sim_user_56,,,30,,,,,,,,,0.000,888.538,668.099,,,7910.197,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,6,9805.033466778696,sim_user_56,,,30,,,,,,,,,0.000,900.704,565.734,,,7769.644,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,7,9840.532089583576,sim_user_56,,,30,,,,,,,,,0.000,857.733,577.323,,,7810.555,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,8,9846.446906216443,sim_user_56,,,30,,,,,,,,,0.000,880.110,615.645,,,7842.182,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,9,9975.10897833854,sim_user_56,,,30,,,,,,,,,0.000,918.753,574.007,,,7890.387,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,10,9760.933442041278,sim_user_56,,,30,,,,,,,,,0.000,845.587,553.888,,,7785.347,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,11,9963.309022597969,sim_user_56,,,30,,,,,,,,,0.000,873.372,626.415,,,7967.191,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,12,9772.509520873427,sim_user_56,,,30,,,,,,,,,0.000,858.933,596.387,,,7772.528,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,13,9943.524646572769,sim_user_56,,,30,,,,,,,,,0.000,854.497,641.478,,,7946.955,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,14,9926.086055114865,sim_user_56,,,30,,,,,,,,,0.000,860.137,648.544,,,7908.865,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,15,9922.878991812468,sim_user_56,,,30,,,,,,,,,0.000,865.850,569.382,,,7953.097,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,16,9847.71920926869,sim_user_56,,,30,,,,,,,,,0.000,896.982,575.196,,,7822.457,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,17,9828.23157031089,sim_user_56,,,30,,,,,,,,,0.000,866.896,582.054,,,7845.450,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,18,9747.608087025583,sim_user_56,,,30,,,,,,,,,0.000,852.330,568.438,,,7770.584,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,19,9577.013022266328,sim_user_56,,,30,,,,,,,,,0.000,684.095,573.451,,,7761.309,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,20,9632.454566657543,sim_user_56,,,30,,,,,,,,,0.000,678.642,567.736,,,7812.563,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,21,9686.577579006553,sim_user_56,,,30,,,,,,,,,0.000,693.021,580.506,,,7880.204,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,22,9664.2130529508,sim_user_56,,,30,,,,,,,,,0.000,676.687,573.604,,,7828.774,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,23,9686.781293712556,sim_user_56,,,30,,,,,,,,,0.000,724.792,598.878,,,7824.543,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,24,9715.011987835169,sim_user_56,,,30,,,,,,,,,0.000,695.285,643.229,,,7902.011,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,25,9720.138617791235,sim_user_56,,,30,,,,,,,,,0.000,728.040,587.573,,,7869.055,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,26,9589.39436916262,sim_user_56,,,30,,,,,,,,,0.000,721.183,584.306,,,7745.688,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,27,9651.018074713647,sim_user_56,,,30,,,,,,,,,0.000,685.645,575.831,,,7830.886,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,28,9676.931075751781,sim_user_56,,,30,,,,,,,,,0.000,679.595,575.278,,,7885.063,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,29,9751.012429594994,sim_user_56,,,30,,,,,,,,,0.000,691.483,577.197,,,7906.756,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,5000,30,9667.736946605146,sim_user_56,,,30,,,,,,,,,0.000,715.731,553.431,,,7819.604,73.4,14974,0,5431,0,,,,,,,,,,,,,
ttg,load_feed,7500,1,10295.816686935723,sim_user_56,,,30,,,,,,,,,0.000,1170.352,722.854,,,7923.904,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,2,10184.022991918027,sim_user_56,,,30,,,,,,,,,0.000,1154.374,733.424,,,7866.396,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,3,10132.430661469698,sim_user_56,,,30,,,,,,,,,0.000,1110.397,775.894,,,7875.941,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,4,10077.155778184533,sim_user_56,,,30,,,,,,,,,0.000,1098.559,754.533,,,7833.954,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,5,10133.102817460895,sim_user_56,,,30,,,,,,,,,0.000,1099.587,805.329,,,7888.861,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,6,10206.326736137271,sim_user_56,,,30,,,,,,,,,0.000,1102.211,743.902,,,7917.361,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,7,10322.13789690286,sim_user_56,,,30,,,,,,,,,0.000,1139.853,790.932,,,7996.009,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,8,10595.80387827009,sim_user_56,,,30,,,,,,,,,0.000,1146.713,772.867,,,8251.188,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,9,10223.900712095201,sim_user_56,,,30,,,,,,,,,0.000,1138.278,763.871,,,7884.570,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,10,10653.5814544186,sim_user_56,,,30,,,,,,,,,0.000,1148.214,837.859,,,8284.205,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,11,10337.91731018573,sim_user_56,,,30,,,,,,,,,0.000,1113.460,750.099,,,8067.147,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,12,10451.036408543587,sim_user_56,,,30,,,,,,,,,0.000,1223.013,843.538,,,8032.067,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,13,10488.85418009013,sim_user_56,,,30,,,,,,,,,0.000,1135.178,795.678,,,8138.722,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,14,10370.536051690578,sim_user_56,,,30,,,,,,,,,0.000,1117.880,784.873,,,8089.589,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,15,10592.666422948241,sim_user_56,,,30,,,,,,,,,0.000,1121.319,831.830,,,8221.132,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,16,10654.122752137482,sim_user_56,,,30,,,,,,,,,0.000,1134.538,864.174,,,8340.172,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,17,10147.495391778648,sim_user_56,,,30,,,,,,,,,0.000,936.293,774.593,,,7999.167,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,18,10443.898456171155,sim_user_56,,,30,,,,,,,,,0.000,968.498,840.368,,,8257.282,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,19,10158.256852068007,sim_user_56,,,30,,,,,,,,,0.000,949.119,781.640,,,8044.872,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,20,10050.58036930859,sim_user_56,,,30,,,,,,,,,0.000,999.682,816.166,,,7879.550,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,21,10303.222604095936,sim_user_56,,,30,,,,,,,,,0.000,951.302,811.638,,,8158.847,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,22,10138.312870636582,sim_user_56,,,30,,,,,,,,,0.000,935.216,836.628,,,8000.037,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,23,10585.488553158939,sim_user_56,,,30,,,,,,,,,0.000,1009.676,851.953,,,8339.629,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,24,10603.018866851926,sim_user_56,,,30,,,,,,,,,0.000,934.319,769.103,,,8470.289,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,25,10245.296778157353,sim_user_56,,,30,,,,,,,,,0.000,975.750,853.163,,,8126.566,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,26,11158.451720140874,sim_user_56,,,30,,,,,,,,,0.000,1009.175,871.004,,,8827.217,85.6,17461,0,2944,0,,,,,,,,,,,,,
ttg,load_feed,7500,27,10682.836159132421,sim_user_56,,,30,,,,,,,,,0.000,1220.269,953.538,,,8311.592,85.6,17461,0,2944,0,,,,,,,,,,,,,
